category,product name,location,price,overall rating,number sold,total review,customer review,sentiment,region,salary
gaming,Stik TW PS2 transparan lampu kabel serat - Putih,jakarta barat,38000,4.8,496,167,"barang tidak sesuai , tidak transfaran dan tidak menyala",0,dki jakarta,5396760.0
gaming,Game Boy 400 in 1 2 players pemain gameboy games + stick console anak - blue,jakarta utara,121500,4.8,360,168,Niat mau main di televisi tapi sama sekali gak bs tampil di tv... mau return kondisi bgini susah kemana2.. jadi yasudahlah..,0,dki jakarta,5396760.0
gaming,Game Boy 400 in 1 2 players pemain gameboy games + stick console anak - blue,jakarta utara,121500,4.8,360,168,"sayang banget analog kanan sama tombol arah ngga berfungsi,alangkah baiknya di tes dulu sebelum kirim",0,dki jakarta,5396760.0
gaming,Game Boy 400 in 1 2 players pemain gameboy games + stick console anak - blue,jakarta utara,121500,4.8,360,168,"baru di pakai dgn pemakaian priNegativei, standar 1 jam perhari, 3 hari sudah rusak...mengecewakan mutu barangnya. saya beli 2, tinggal sisa satu lagi utk membuktikan kwalitas stik ini brp hari tahan.?",0,dki jakarta,5396760.0
gaming,stik PS2/stick ps2/merkBE/STIKPS,jakarta barat,30000,4.8,1164,306,"beli 2, 1 tidak bisa. Wong rusak bilangnya sudah dicek tapi kok ga bisa ya",0,dki jakarta,5396760.0
gaming,stik PS2/stick ps2/merkBE/STIKPS,jakarta barat,30000,4.8,1164,306,saya kasih bintang 2 dulu soalnya analog atau yang bulet Kanannya itu longgar dan agak ke atas,0,dki jakarta,5396760.0
gaming,STICK PS USB LAPTOP GAMEPAD PC SINGLE HITAM R-ONE JOYSTICK - M-TECH,surabaya,39300,4.8,767,308,produk masih di pakek sehari lo bayangin udah rusak analog nya wkwk asem tenan wkwk,0,jawa timur,2305984.0
gaming,STICK PS USB LAPTOP GAMEPAD PC SINGLE HITAM R-ONE JOYSTICK - M-TECH,surabaya,39300,4.8,767,308,"saya beli 2, mohon maaf sebelumnya, sudah saya minta tolong untuk mencoba tes fisik dulu sebelum kirim. tdk tahu d coba atau belum, tp sepertinya tdk d coba. alhasil ada 1 yang cacat. ujung2nya pembeli harus return. itu hal yang merepotkan pembeli. maaf saya beri 2B",0,jawa timur,2305984.0
gaming,STICK PS USB LAPTOP GAMEPAD PC SINGLE HITAM R-ONE JOYSTICK - M-TECH,surabaya,39300,4.8,767,308,"Masak barangnya yang di kirim rusak. Gak bisa di gunakan. Dan orangnya gak ngerespon chat saya,dan saya minta ganti gak mau yaudah deh biar Tuhan yang iklaskan",0,jawa timur,2305984.0
gaming,BLUE SHARK TRIGGER L1 R1 CONTROLLER TOMBOL TRIGGER PUBG TRIGGER FF - BS01 TRIGGER,jakarta barat,45000,4.8,503,218,"kasi 3 bintang ya, yg sebelah kanan gak terlalu berfungsi dengan baik. lain kali di cek dengan baik.",0,dki jakarta,5396760.0
gaming,BLUE SHARK TRIGGER L1 R1 CONTROLLER TOMBOL TRIGGER PUBG TRIGGER FF - BS01 TRIGGER,jakarta barat,45000,4.8,503,218,"yg sebelah kiri triggernya ga sensitif, jadi cuma kepake sebelah doang",0,dki jakarta,5396760.0
gaming,BLUE SHARK TRIGGER L1 R1 CONTROLLER TOMBOL TRIGGER PUBG TRIGGER FF - BS01 TRIGGER,jakarta barat,45000,4.8,503,218,Jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,0,dki jakarta,5396760.0
gaming,Stick PS3 ori mesin Sixaxis (non getar),jakarta barat,135000,4.8,419,114,paketany ru nyampe lgsung di cek salah satu stik na analog na rusak...diorder yg ke-2x na...tolong jk order lg tolong dicek kondisi stiknya sblum dikirim...terimakasih,0,dki jakarta,5396760.0
gaming,Stick PS3 ori mesin Sixaxis (non getar),jakarta barat,135000,4.8,419,114,sedih liat analog kirinya . akan lebih baik apabila di kirim kaya analog kanan,0,dki jakarta,5396760.0
gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,jakarta utara,152000,4.8,2023,1087,barang tidak berfungsi sama sekali...seperti membeli barang rusak,0,dki jakarta,5396760.0
gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,jakarta utara,152000,4.8,2023,1087,"Mohon maaf, produknya tidak bisa dipakai. Sudah install sesuai dengan petunjuk, tp ga bisa juga. Insya Allah Ikhlas",0,dki jakarta,5396760.0
gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,jakarta utara,152000,4.8,2023,1087,salah satu stik tidak berfungsi. coba chat penjual tidak direspon.,0,dki jakarta,5396760.0
gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,jakarta utara,152000,4.8,2023,1087,Barang hanya dpt berfungsi beberapa hari terus mati tdk dpt signal.. dan ketika brg diretur... ternyata sama aja...mati lagi tdk da signal,0,dki jakarta,5396760.0
gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,jakarta utara,152000,4.8,2023,1087,nyala tapi item putih. dari customer service cuman bilang diotak atik lagi kak padahal uda sejam putar2 kabelnya dicolokan tvnya. could have been a better service.,0,dki jakarta,5396760.0
gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,jakarta utara,152000,4.8,2023,1087,"Review jujur ya, Port untuk kontroler player 1 nya nggak berfungsi, sudah coba tanya ke seller but No respon. Sudah coba Reset colok cabut dan pindah2in kontroler tp tetap nggak berfungsi. Thanks",0,dki jakarta,5396760.0
gaming,Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck,jakarta pusat,845000,4.9,911,596,"Paking barangnya kurang bagus,nyampe barang,adaptor didalam udah pecah.sampe sekarang belum bisa dicoba.",0,dki jakarta,5396760.0
gaming,Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck,jakarta pusat,845000,4.9,911,596,"colokan adaptor mengalami kerusakan, respon seller butuh berhari2, diajak diskusi untuk cara memperbaiki sendiri tidak dibalas, akhirnya repair sendiri",0,dki jakarta,5396760.0
gaming,Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck,jakarta pusat,845000,4.9,911,596,"Mohon maaf saya kasih bintang 3 karena ada beberapa kendala : 1. Tidak disertakan batery di nunchaku sedikitpun ataupun intruksi menggunakan batery jenis apa. 2. Mohon dibuat panduan ringkas ketika di menu awal untuk mulai permainan harus kemana dan nantinya tampilan seperti apa karena dengan tidak ada Panduanya seringkali hang,USB tidak terbaca bahkan gambar semut yang solusinya USB tersebut dilepas dan dipasang kembali baru bisa. 3. Untuk sensor saya mendapat sedikit retak untuk kedepanya mohon bisa di infokan bila ada minus",0,dki jakarta,5396760.0
gaming,Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck,jakarta pusat,845000,4.9,911,596,1 nunchuck nya ga berfungsi..mohon diperhatikan kembli barang yg dikirimkan..agar pelanggan tdk kecewa,0,dki jakarta,5396760.0
gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",jakarta barat,550000,4.6,2112,1146,saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ke ps2 nya.. perhatikan permintaan game nya..,0,dki jakarta,5396760.0
gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",jakarta barat,550000,4.6,2112,1146,"saat di unboxing barang terlihat bagus tpi pas baru di cek dengan seksama sticknya hancur dan bautnya hilang padahal packingan menggunakan kayu dan tidak ada penyok + PS baru di coba banyak game yg tidak mau serta dalam waktu 5 mnt PS langsung mati sendiri saat saya coba cek masalahnya ternyata kipas PS tidak menyala, saat saya tanya ke penjual ternyata PS hanya di cek sekedarnya saja dan setelah saya komplain saya disuruh mengembalikan ksana untuk di cek dan ongkir PP saya tanggung sendiri, sangat miris saya sangat percaya dengan toko meskipun ada ulasan yg buruk tpi saya tetap percaya dan tenyata barang yg datang sangat tdk memuaskan",0,dki jakarta,5396760.0
gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",jakarta barat,550000,4.6,2112,1146,"Banyak sekali game yang nge hang dan game yang sama tapi direname munkin biar banyak aja gamenya padahal ada 3 game yang sama, Stick nya ada yang error ketika game yang ada effect vibrationnya, harusnya dicoba dulu sebelum pengiriman",0,dki jakarta,5396760.0
gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",jakarta barat,550000,4.6,2112,1146,ps nya ga awet...Belom ada 2 bulan udah rusak padahal pemakaian biasa aja malah jarang di pake tau2 rusak sendiri,0,dki jakarta,5396760.0
gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",jakarta barat,550000,4.6,2112,1146,game tdk terlalu sesuai dgn request sya dan gamenya terlalu sedikit dan ya ini msih ditest smua dan game yg brsmlh bru downhill dan slnjtnya akan di cek lgi jdi menurut sya kepuasan pelanggan itu hrus di no 1 kan ya :),0,dki jakarta,5396760.0
gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,bekasi,218000,4.8,625,289,"beli 2 dateng nya malah 1, pas di buka udah exited banget jadi Negativemood tenyata cuman 1",0,jawa barat,2191232.0
gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,bekasi,218000,4.8,625,289,"Koneksi perangkat susah, kalaupun konek seringkali putus, buku petunjuk minim info. Pdhal beli pilihan yg paling mahal. Apa saya saja yg terima barang spt ini?",0,jawa barat,2191232.0
gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,bekasi,218000,4.8,625,289,Barang diterima dengan baik. Tapi sayang baterenya uda soak,0,jawa barat,2191232.0
gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,bekasi,218000,4.8,625,289,"sering disconnect, kadang tidak berfungsi autocatch",0,jawa barat,2191232.0
gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,bekasi,218000,4.8,625,289,"Produk tidak ORI (KW),tidak bekerja dengan baik.dikirim 2 PGP tidak bekerja di 2 hp saya Lenovo n Advan.Cuma jadi bangkai.After sales buruk,Respon seller kurang.no recommended.",0,jawa barat,2191232.0
gaming,Nitendo Ds i + R4 +mc 8gb 100games - Mc8GB 110 GAMES,jakarta barat,589000,4.5,89,33,"Sebenernya kualitas barang nya bagus, build quality oke lah utk barang rekondisi, utk memainkan game tidak ada masalah. Masalahnya barang ini bahasa jepang, dan di keterangan deskripsi tidak dijelaskan, setelah barang sampai saya chat seller, dengan balasan yg slow respon dan jawaban seadanya, dikatakan bahasa tidak bisa diganti. Mohon dituliskan kekurangan2 pada deskripsi, dan lebih fast respon kalau ada pembeli yg complain",0,dki jakarta,5396760.0
gaming,Nitendo Ds i + R4 +mc 8gb 100games - Mc8GB 110 GAMES,jakarta barat,589000,4.5,89,33,"Tidak ada mc 8Gb seperti deskripsi iklan, di paket yg saya terima hanya ada R4 sama charger plus adapter micro sd tulisan happy box, mau komplen terlanjur klik terima barang. Dan komplen pun akan percuma karena mc barang kecil ujungnya saya yang disangka pura2 ga terima",0,dki jakarta,5396760.0
gaming,PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb,jakarta barat,610000,4.6,1400,329,"ada kesalahan di MC dan hardisknya. Gak bisa digunain jd nya PSnya.. masa gak ke isi game atau MC nya ngeblank. padahal belinya bkn dgn duit yg sdikit, dan harus beli kabel lagi karna salah kirim udah gt isi game sndri jadinya. Kecewaaaaa sumpah",0,dki jakarta,5396760.0
gaming,PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb,jakarta barat,610000,4.6,1400,329,"Banyak game yang rusak,,, Beberapa game tidak bisa di save...... Biarlah saya ngga akan protes apa pun,tapi saya harap seller lebih cek dan ricek barang sebelum kirim.... Kalau sudah sampai tapi barang rusak kaya gini,yang rugi konsumen bukan seller... Apa lagi pembeli yang jauh/ dari luar kota seperti saya....",0,dki jakarta,5396760.0
gaming,PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb,jakarta barat,610000,4.6,1400,329,"Baru 2 kali pake udah rusak. Dibalikin ke tokonya , saya minta cepet dibetulin dan dikirim hari ini juga, orangnya langsung pulang. Ditelpon gak response.",0,dki jakarta,5396760.0
gaming,PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb,jakarta barat,610000,4.6,1400,329,Paking oke bagus. Mohon perbaikan. Stik bergetar terus tanpa henti. mesin agak sering hang mau ganti game. Mohon diperbaiki gan. Selisih ongkir juga. Trims.,0,dki jakarta,5396760.0
gaming,Mainan Anak Gameboy Gamebox Retro PVP Station Light 3000 Layar Lebar - Merah,jakarta pusat,210000,4.6,186,114,barang dtang posisi baterai ksong..berarti barang tidak d cek dulu?? d gambar warna biru cerah..dtg wrna biru gelap.layar lcet�..mna buat kado ultah.ank ga suka...,0,dki jakarta,5396760.0
gaming,Mainan Anak Gameboy Gamebox Retro PVP Station Light 3000 Layar Lebar - Merah,jakarta pusat,210000,4.6,186,114,"banyak baret, baterai low, padahal udah di ingatkan cek QC yaudahh ya, jualan yg laku asal kesohor",0,dki jakarta,5396760.0
gaming,Mainan Anak Gameboy Gamebox Retro PVP Station Light 3000 Layar Lebar - Merah,jakarta pusat,210000,4.6,186,114,"barang ok,tetapi batrai bocor parah,tdk ada niat memberi batrai yg baru.stiap x maen ga ada 1/2 jam lngsng habis.di cas jg lampu slalu merah.",0,dki jakarta,5396760.0
phones and tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",jakarta barat,18000,4.9,17200,7901,beda sma yg di gambar. pdahal udh pernh pesen skali di sni,0,dki jakarta,5396760.0
phones and tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",jakarta barat,18000,4.9,17200,7901,barang tidak sesuai deskripsi bukan fast charger saya sudah coba di hp saya yang mendukung fast charger tapi setelah memakai kabel ini jadi normal charger bkn fast charger,0,dki jakarta,5396760.0
phones and tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",jakarta barat,18000,4.9,17200,7901,"barang rusak ?? di charge hp nggak ngisi , udah ngisi ee...tau tau ngilang / susut lagi , di kirain changer, di coba dgn kabel lain bagus. besoknya di coba lagi msh juga begitu. ya... ternyata barangnya yg tidak bagus..",0,dki jakarta,5396760.0
phones and tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",jakarta barat,18000,4.9,17200,7901,baru d pake seminggu rusak,0,dki jakarta,5396760.0
phones and tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",jakarta barat,18000,4.9,17200,7901,kualitas jelek. ngak mau pakai di smartphone,0,dki jakarta,5396760.0
phones and tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",jakarta barat,18000,4.9,17200,7901,"ngga bs charging sama sekali. boro2 fast charging. kecewa. udah pake kepala charger semia ngga bs charging, colok ke laptop yg ngga koneksi atau charging",0,dki jakarta,5396760.0
phones and tablets,MILS Paperlike Matte Anti Gores iPad 8 10.2 Pro 11 Air 3 10.5 4 10.9 - iPad 10.9/11,jakarta utara,145000,4.9,1813,984,Sidik jari masih ada jdi layar kusam saja karna banyak sentuhan. Terus efek kaya kertas nya gue rasa ga ada ngaruh nya. Ga ada tuh kesan paperlike nya. Tidak kaya deskripsi dan fotonya. Cuma sebatas pelindung anti gores aja si ini rasanya.,0,dki jakarta,5396760.0
phones and tablets,MILS Paperlike Matte Anti Gores iPad 8 10.2 Pro 11 Air 3 10.5 4 10.9 - iPad 10.9/11,jakarta utara,145000,4.9,1813,984,"untuk barang dengan harga yang cukup mahal, saya berekspektasi tidak ada air bubble pada pinggiran lobang home button dan kamera. saya sudah coba beberapa kali untuk memperbaikinya, tetapi sepertinya bukan salah pada pemasangannya.",0,dki jakarta,5396760.0
phones and tablets,MILS Paperlike Matte Anti Gores iPad 8 10.2 Pro 11 Air 3 10.5 4 10.9 - iPad 10.9/11,jakarta utara,145000,4.9,1813,984,Barang datang dalam keadaan terlipat. Gak bisa sama sekali dipakai,0,dki jakarta,5396760.0
phones and tablets,Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus,jakarta selatan,13500,4.8,3122,1459,obeng bintang nya kurang nyaman untuk dipegang. ujung obeng bintang mesti diratain dlu.. ada sisa potongan.,0,dki jakarta,5396760.0
phones and tablets,Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus,jakarta selatan,13500,4.8,3122,1459,pengungkitnya mudah patah. kualitas plastik kurang bagus,0,dki jakarta,5396760.0
phones and tablets,Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus,jakarta selatan,13500,4.8,3122,1459,Obengnya ngga bisa kepakai kualitas rendah,0,dki jakarta,5396760.0
phones and tablets,Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus,jakarta selatan,13500,4.8,3122,1459,"dipenjualan tertulis obeng magnet ,bohong obengnya ga magnet sama sekali akan sulit untuk yang baru belajar jika tidak memiliki alat yang lengkap .kecewa parah",0,dki jakarta,5396760.0
phones and tablets,Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus,jakarta selatan,13500,4.8,3122,1459,Barang jelek sesuai harga,0,dki jakarta,5396760.0
phones and tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 8",jakarta selatan,189000,4.6,1708,771,"kualitas lcd sangat tipis, sehingga home button jadi lebih tinggi dari pada layar. Respond cepat tetapi admin tidak menjawab pertanyaan saya dengan benar",0,dki jakarta,5396760.0
phones and tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 9",jakarta selatan,189000,4.6,1708,771,"kualitasnya parah, keteken langsung pecah",0,dki jakarta,5396760.0
phones and tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 10",jakarta selatan,189000,4.6,1708,771,Sangat mengecewakan dan tidak profesional..niat membeli layar hp yg terkirim speaker i phone 6,0,dki jakarta,5396760.0
phones and tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 11",jakarta selatan,189000,4.6,1708,771,"touchscreenya tidak fungsi, saran aja sebelum dikasih ke konsumen ada baiknya di tes terlebih dahulu",0,dki jakarta,5396760.0
phones and tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 12",jakarta selatan,189000,4.6,1708,771,Barang tidak berfungsi. Sangat buruk sekali,0,dki jakarta,5396760.0
phones and tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 13",jakarta selatan,189000,4.6,1708,771,tidak sesuai spesifikasi abis itu mau komplain tidak di layani bahaya sekali,0,dki jakarta,5396760.0
phones and tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 14",jakarta selatan,189000,4.6,1708,771,"Saya dikasih lcd rusak, di touch gak bisa, layar awal awal oke tapi dua hari kemudian, ada 3 garis horizontal di tengah layar, besok hari nya layar shadow, akhirnya saya pake LCD yg lama, penjual banyak alasan, saya sbg pembeli malah disalahkan pada pemasangan. Jangan beli disini cukup saya aja jadi korban ??????",0,dki jakarta,5396760.0
phones and tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 15",jakarta selatan,189000,4.6,1708,771,"Pokoknya jangan ada yg beli disini. Barang rusak, mau minta klaim tpi seller banyak alasan, padahal stiker garansi blm rusak/damage. Mohon dipikir kembali kalau mau beli disini??",0,dki jakarta,5396760.0
phones and tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,tangerang,175000,4.9,13000,7323,ngisi powerbanknya lama bgt. sampe 8 jam lebih. pas di coba charge ke hape jg lama. 4 jam lebih. lebih lama dr ngecharge ke listrik langsung.,0,banten,2905119.0
phones and tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,tangerang,175000,4.9,13000,7323,alatnya sering mati sendiri kak,0,banten,2905119.0
phones and tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,tangerang,175000,4.9,13000,7323,"unreliable. walau dptnya flash sale 69rb, tetep gak worth. cuma sekedar charge yg ringan� saja mgkn ok ??",0,banten,2905119.0
phones and tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,tangerang,175000,4.9,13000,7323,"produk mengecewakan...!!!! kecewa!!! awalnya sih oke... tpi setelah seminggu pemakaian entah kenapa g bisa di cas, sudh saya coba berkali kli tetep g bisa di cas.... saya sangat kecewa dengan produk ini. kwalitasnya kurang bagus",0,banten,2905119.0
phones and tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,tangerang,175000,4.9,13000,7323,gak bisa di pake kecewa jadi barang sampah deh,0,banten,2905119.0
phones and tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,tangerang,175000,4.9,13000,7323,"sangat sangat mengecewakan gak bisa di cas powerbank. Dan kata nya garansi malah ongkos kirim kita di suruh tanggung sendiri. Ya rugi parah lah ongkir dari Batam itu kesitu 35 belum lagi kenak pajak 30,%. Ditanya solusi lain gak respon",0,banten,2905119.0
phones and tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,tangerang,175000,4.9,13000,7323,jangan tergiur dengan promo. saya beli 2. cpt habis dan ngecas powerbank nya lama,0,banten,2905119.0
phones and tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,jakarta pusat,540000,4.8,6905,3350,baru satu hari pemakaian kabel chargernya udah gabisa dipake,0,dki jakarta,5396760.0
phones and tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,jakarta pusat,540000,4.8,6905,3350,pengiriman tidak sesuai estimasi,0,dki jakarta,5396760.0
phones and tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,jakarta pusat,540000,4.8,6905,3350,"pesan hitam di kirim putih, lama proses pesanan nya",0,dki jakarta,5396760.0
phones and tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,jakarta pusat,540000,4.8,6905,3350,"tidak sesuai dengan kapasitas yg tertera di boxnya,kecewa pokoknya..kalo bisa gue balikin ..gue balikin dah",0,dki jakarta,5396760.0
phones and tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,jakarta pusat,540000,4.8,6905,3350,"powerbank nya tidak bisa berfungsi.. baterai full charge tapi sewaktu disambungkan ke handphone, handphone tidak tercharge..",0,dki jakarta,5396760.0
phones and tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,tangerang,999999,4.8,1464,1111,tdk sesuai gbr/deskripsi,0,banten,2905119.0
phones and tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,tangerang,999999,4.8,1464,1111,Fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya,0,banten,2905119.0
phones and tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,tangerang,999999,4.8,1464,1111,gak sesuai harga malah kualitas nol,0,banten,2905119.0
phones and tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,tangerang,999999,4.8,1464,1111,barangnya gak berfungsi,0,banten,2905119.0
phones and tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,tangerang,999999,4.8,1464,1111,"toko gak bertanggung jawab, barang rusak yang dikirim ??, minta tolong barang diganti aja, alasannya banyak banget,. dan sampe skr juga barang yang saya beli gak di ganti2.. benar2 gak ada tanggung jawabnya sama sekali nih toko.",0,banten,2905119.0
phones and tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,tangerang,999999,4.8,1464,1111,Bagaimana gak kecewa ???? sampai sekarang Jam Tangannya gak nyala! udah d cas beberapa kali bahkan seharian. Tetap gak nyala! saya Kecewa ????,0,banten,2905119.0
phones and tablets,Amazon Kindle Paperwhite 10th Gen EBook Reader Waterproof 8GB Ads - TWILIGHT BLUE,jakarta barat,1725000,5.0,3760,1682,"ribet pemakaian , gk di saranin beli",0,dki jakarta,5396760.0
phones and tablets,Amazon Kindle Paperwhite 10th Gen EBook Reader Waterproof 8GB Ads - TWILIGHT BLUE,jakarta barat,1725000,5.0,3760,1682,"Pelayanan tidak baik. Terdapat page flicker/crash di kindle yang dibeli. Setelah di complaint pihak penjual bilang itu hal yang normal dan disetiap kindle memang memiliki page flicker/crash. Namun, di deskripsi produk tidak di jelaskan tentang hal itu. Di complaint baru di jelasin kalo itu normal. Hati hati dalam memesan. Minta deskripsi secara rinci dan detail sebelum membeli karena ini produk elektronik yang butuh di cek devicenya dan lain-lain.",0,dki jakarta,5396760.0
phones and tablets,Amazon Kindle Paperwhite 10th Gen EBook Reader Waterproof 8GB Ads - TWILIGHT BLUE,jakarta barat,1725000,5.0,3760,1682,"SELLER TDK BERTANGGUNG JWB. Kindlenya baru dibeli terus rusak. Pembelian 23 okt, 26 okt kindle nya rusak. Katanya ad garansi 7 hari, bgtu di message & whatsapp cuma di READ. Ga bertanggung jawab banget. Hati2 ya kalau mau beli disini after sale service nya sgt tidak bagus. Gabisa dipake deh kindle nya sayang banget, padahal uda capek2 nabung. Smoga dpt karma nya sndri deh :)",0,dki jakarta,5396760.0
phones and tablets,Amazon Kindle Paperwhite 10th Gen EBook Reader Waterproof 8GB Ads - TWILIGHT BLUE,jakarta barat,1725000,5.0,3760,1682,"Baru 2 hari pemakaian, Kindle Paperwhite nya rusak. Penjual tidak mau di-return dan bantu klaim garansi. Sedih bangettt... ????????",0,dki jakarta,5396760.0
phones and tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",tangerang,110000,4.7,8821,2533,Barang Sampai tapi banyak yang tergores dan penyok di penyangga nya :(,0,banten,2905119.0
phones and tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",tangerang,110000,4.7,8821,2533,gimana mau dipake ?? orang buat letak hpnya aja ngga ada... percuma,0,banten,2905119.0
phones and tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",tangerang,110000,4.7,8821,2533,barang gampang rusak,0,banten,2905119.0
phones and tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",tangerang,110000,4.7,8821,2533,barang tidak dibungkus bubble .. sampai rumah pecah dech???? nanya sama penjual ktnya tidak bisa claim.. walaupun ada video unboxing ???? ga papa itung2 sedekah aja ke tokonya.. tapi kwalitas tripotnya bagus dan kokoh..,0,banten,2905119.0
phones and tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",tangerang,110000,4.7,8821,2533,"barang tidak sesuai pesanan, tempat penyimpan hp nya tidak ada.. kecewa",0,banten,2905119.0
phones and tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",tangerang,110000,4.7,8821,2533,"salah satu kakinya ada yg bengkok, jadi gabisa dipake, udah minta refund tetep gabisa yasudahlah",0,banten,2905119.0
