category,product name,location,price,overall rating,number sold,total review,customer rating,customer review,sentiment,emotion
muslim fashion,Mukena Katun Rayon Renda Pouch Traveling - Coklat Susu,Kota Tasikmalaya,170000,4.9,2178,1688,2,"tolong di perhatikan bagian karet nya, ini kebalik karetnya,, ga sm lurus jahit nya, malah dkirimin brg reject :(",0,sadness
muslim fashion,Mukena Katun Rayon Renda Pouch Traveling - Coklat Susu,Kota Tasikmalaya,170000,4.9,2178,1688,3,bahan jelek.. panas.. & tipis,0,anger
muslim fashion,Mukena Katun Rayon Renda Pouch Traveling - Coklat Susu,Kota Tasikmalaya,170000,4.9,2178,1688,1,barang belum diterima,0,sadness
muslim fashion,Mukena Dewasa Katun Bordir Siti Khadijah Cantik - Warna BEBAS Aja,Kota Tangerang Selatan,109800,4.9,12800,4309,2,warna tidak sesuai dengan digambar,0,fear
muslim fashion,Mukena Dewasa Katun Bordir Siti Khadijah Cantik - Warna BEBAS Aja,Kota Tangerang Selatan,109800,4.9,12800,4309,2,lubang utk muka sempit ga enak,0,sadness
muslim fashion,Mukena Dewasa Katun Bordir Siti Khadijah Cantik - Warna BEBAS Aja,Kota Tangerang Selatan,109800,4.9,12800,4309,1,"baru terima paket siang ini. beli mukena disini, di iklan gak bilang klo tanpa tas. saat komplain kenapa mukena kusut. malah respon klo sdh dicuci dan disetrika apa masih kusut?? becanda nya bikin kesel nih penjual nya",0,sadness
muslim fashion,RB-C205 Tasbih Digital Mini Tally Counter Alat Hitung Tasbeh Digital - Biru Tua,Kab. Tangerang,3345,4.8,30100,998,2,"Tidak berfungsi dengan baik,suka mati sendiri",0,sadness
muslim fashion,"Celana Pangsi Sirwal Murah - M, Merah",Kota Tangerang,29590,4.8,7996,1933,2,barang nya tipis...tapi y Udhlah brg udh d terima,0,sadness
muslim fashion,"Celana Pangsi Sirwal Murah - M, Merah",Kota Tangerang,29590,4.8,7996,1933,2,"yg abu aga tebel bahannya, yg hitam tipis bangt sedih",0,sadness
muslim fashion,"Celana Pangsi Sirwal Murah - M, Merah",Kota Tangerang,29590,4.8,7996,1933,1,"kirain bahannya katun , ternyata tipis bangeet, licin dan lemas , kalau dibawa jalan kaki berisik bahannnya",0,sadness
muslim fashion,"Celana Pangsi Sirwal Murah - M, Merah",Kota Tangerang,29590,4.8,7996,1933,1,Paketan nya sudah 9 hari belum sampai jg penjual d hub tidak bisa,0,sadness
muslim fashion,HIJAB SPORT INSTAN/ HIJAB OLAHRAGA/ HIJAB PET SPORT TERMURAH - Milo,Kota Jakarta Selatan,30000,4.9,3737,917,2,lidah kerudung kelebaran,0,sadness
muslim fashion,HIJAB SPORT INSTAN/ HIJAB OLAHRAGA/ HIJAB PET SPORT TERMURAH - Milo,Kota Jakarta Selatan,30000,4.9,3737,917,2,kecewa dipikir agar panjang dikit rupanya pendek maaf saya kasih bintang 2 aja,0,sadness
muslim fashion,HIJAB SPORT INSTAN/ HIJAB OLAHRAGA/ HIJAB PET SPORT TERMURAH - Milo,Kota Jakarta Selatan,30000,4.9,3737,917,2,spesifikasi barang kurang lengkap dipakai dewasa ngga bisa hanya sampai leher,0,sadness
muslim fashion,elzatta Obelia Samida - 309,Kota Bandung,89000,4.9,8240,2582,2,"padahal udah berekspektasi tinggi beli di sini karena official store nya, eh tapi ternyata yg dikirim ga sesuai sama warna nya beli nya warna cream yg di kirim warna apaan.. kecewa bgt sih jujur karena ga konfirmasi dulu ke saya kalo mau di ganti warna nya lain kali lebih amanah ya kak, jangan kirim barang yg ga sesuai warna, kalo emang stock nya habis konfirmasi dulu hehehe makasih",0,sadness
muslim fashion,elzatta Obelia Samida - 310,Kota Bandung,89000,4.9,8240,2582,2,ga sesuai warna pesanan,0,fear
muslim fashion,elzatta Obelia Samida - 311,Kota Bandung,89000,4.9,8240,2582,2,tdk sesuai warna pesanan,0,fear
muslim fashion,elzatta Obelia Samida - 309,Kota Bandung,89000,4.9,8240,2582,1,"Klik Klaim Hadiah 0 rupiah dari Tokopedia tapi malah tidak di kirim sampai satu minggu. Padahal stok masih ada sangat jelas masih tersedia di bar ijo. Dicek sedang dikirim dan ada nomor resi, tapi tidak valid. Entah yang salah di seller atau ekspedisi. Mengecewakan pelanggan baru yang baru gabung di Tokopedia. Semoga kedepannya tidak terjadi lagi.",0,fear
muslim fashion,Mukena Anak Fruits ( Tas Canvas ) - Ungu,Kota Tasikmalaya,150000,4.9,1882,1102,1,"warna tidak sesuai dengan keinginan, padahal sdh dichat",0,fear
muslim fashion,Mukena Anak Fruits ( Tas Canvas ) - Ungu,Kota Tasikmalaya,150000,4.9,1882,1102,2,"seneng liat mukenanya dtg, tp jd sedih lihat tasnya, tas rusak kok dijual",0,sadness
muslim fashion,RB-C205 Tasbih Digital Mini Tally Counter Alat Hitung Tasbeh Digital - Biru Tua,Kab. Tangerang,3345,4.8,30100,998,1,"Penjual memaksa untuk tidak mau membatalkan pesanan, maen kirim aja padahal saya sudah ajukan pembatalan. silahkan nikmati uang haram",0,anger
muslim fashion,RB-C205 Tasbih Digital Mini Tally Counter Alat Hitung Tasbeh Digital - Biru Tua,Kab. Tangerang,3345,4.8,30100,998,1,Tidak suka dengan respon yg tidak bagus banget,0,anger
muslim fashion,RB-C205 Tasbih Digital Mini Tally Counter Alat Hitung Tasbeh Digital - Biru Tua,Kab. Tangerang,3345,4.8,30100,998,2,Saya beli tasbih digital berbeda warna tapi setelah saya terima barangnya tidak sesuai catatan yang saya kasih...,0,fear
muslim fashion,sejadah travel serut - Biru,Kota Jakarta Pusat,16000,4.9,2364,184,2,lama nympe,0,anger
muslim fashion,sejadah travel serut - Biru,Kota Jakarta Pusat,16000,4.9,2364,184,2,"cara bungkus nya hanya pakai plastik tipis saja. dan dililit pakai lakban bening, di buka pake tangan tidak bisa, pas pake gunting, sajadah ikut ke gunting karena bungkus nya tipis.",0,sadness
muslim fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,Kab. Kediri,27000,4.8,10700,1804,2,Order yg ke 3 kurang memuaskan..panjangnya beda ama pertama pesen padahal ukurannya L jg,0,sadness
muslim fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,Kab. Kediri,27000,4.8,10700,1804,2,"pinknya tipis dan menerawang. pengirimannya buruk, barang baru dikirim minus beberapa jam sebelum batal otomatis. padahal 4 hari setelah order penjual sudah diingatkan via dm, tapi malah disuruh sabar tanpa diberi alasan dan status barang masih tetap dalam proses, mungkin nunggu orderan besar biar sekalian dikirim.",0,sadness
muslim fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,Kab. Kediri,27000,4.8,10700,1804,1,warna salah.. pesan warna hitam.. dapat warna putih,0,sadness
muslim fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,Kab. Kediri,27000,4.8,10700,1804,1,Proses packing lambat,0,sadness
muslim fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,Kab. Kediri,27000,4.8,10700,1804,3,gak sesuai gambar depan terlalu pendek,0,fear
muslim fashion,Sajadah Travel Motif Abu Dhabi - C - Ungu,Kota Tangerang,28500,4.9,10300,1351,2,"Terlalu tipis sekali untuk harga segitu. Seperti sehelai kain jilbab segi empat, tdk sesuai ekspektasi",0,sadness
muslim fashion,Sajadah Travel Motif Abu Dhabi - C - Ungu,Kota Tangerang,28500,4.9,10300,1351,1,bahan tipis sekali,0,sadness
muslim fashion,Sajadah Travel Motif Abu Dhabi - C - Ungu,Kota Tangerang,28500,4.9,10300,1351,1,bahan terlalu tipis,0,sadness
muslim fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Kota Jakarta Barat,89000,4.5,1907,716,2,"Baju tdk sesuai dgn gambar, lebih pendek,kantong kecil seperti baju anak2",0,sadness
muslim fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Kota Jakarta Barat,89000,4.5,1907,716,2,jahitannya ngga rapih ..banyak benang2 yg belom kepotong.ada juga benang yang copot :'(((,0,sadness
muslim fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Kota Jakarta Barat,89000,4.5,1907,716,2,"parah kecil banget. padahal ukurannya L dan XL. ini mah buat anak SD kaga bisa buat orang dewasa, sekalipun dengan Negativean kecil.",0,anger
muslim fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Kota Jakarta Barat,89000,4.5,1907,716,2,"Beda yg dipesen sama yg datang,,",0,fear
muslim fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Kota Jakarta Barat,89000,4.5,1907,716,1,bajunya kok gak sesuai dg fotonya. bahkan mereknya gak ada / digunting,0,fear
muslim fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Kota Jakarta Barat,89000,4.5,1907,716,1,"sangat amat kecewa beli baju dewasa yg dtng ukuran anak SD , moga berkah tuh duit",0,sadness
muslim fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Kota Jakarta Barat,89000,4.5,1907,716,1,jelek bgt bikin kecewa ?? ??,0,anger
muslim fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Kota Jakarta Barat,89000,4.5,1907,716,3,jauh dari expektasi bahannya kucel,0,fear
muslim fashion,Pashmina Sabyan Diamond Kerudung Jilbab Pasmina Panjang - PS G.Bottle,Kota Bogor,15500,4.8,5226,1168,2,"Pashminanya pendek, gak seperti yang ada di deskripsi",0,fear
muslim fashion,Pashmina Sabyan Diamond Kerudung Jilbab Pasmina Panjang - PS G.Bottle,Kota Bogor,15500,4.8,5226,1168,1,"Barang ga sampai sudah ke ekspedisi juga ga ada,,udh minta kasih ulasan saja,,smoga yg nerima tuh barang berkah,,besok besok ga lagi beli disini",0,fear
muslim fashion,Pashmina Sabyan Diamond Kerudung Jilbab Pasmina Panjang - PS G.Bottle,Kota Bogor,15500,4.8,5226,1168,2,tidak ada talinya??,0,sadness
muslim fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,Kab. Sleman,65800,4.8,2265,791,2,"agak kecewa sih,jilbabnya ukuran kecil banget,gak bisa dipakai untuk dewasa..",0,sadness
muslim fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,Kab. Sleman,65800,4.8,2265,791,2,Not recommend Gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,0,fear
muslim fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,Kab. Sleman,65800,4.8,2265,791,1,"ada noda kuning di jilbab nya,pendek,kaku!",0,anger
muslim fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna model Evo - Hitam,Kota Cimahi,14900,4.9,4313,779,2,maskernya agak kecil tdk sesuai harga..,0,sadness
muslim fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna model Evo - Hitam,Kota Cimahi,14900,4.9,4313,779,2,"kecewa deh ... order warna hitam & navy, dikirim dua2nya warna navy. Alhamdulillah, ga langsung beli banyak, nyoba beli sedikit dulu.",0,sadness
muslim fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna model Evo - Hitam,Kota Cimahi,14900,4.9,4313,779,3,"saya kecewa banget sih,pesan maroon, hijau army sama mint.. tapi tu semua dganti sama warna lain tanpa konfirmasi., semoga bisa lebih teliti n komunikasi dg pembeli jika barang tidak tersedia..",0,sadness
muslim fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna model Evo - Hitam,Kota Cimahi,14900,4.9,4313,779,3,"yg direquest dgn yg dikirim beda warna,tanpa ada konfirmasi",0,fear
muslim fashion,Bella Square Hijab Segiempat Part 1,Kota Bandung,13500,4.8,24500,2561,2,warnanya tidak sesuai,0,fear
muslim fashion,Bella Square Hijab Segiempat Part 2,Kota Bandung,13500,4.8,24500,2561,2,"pengiriman lama, barang sesuai harga , tlg QC nya lebih Di perbaiki Ada bolong2 bks jarum Di jahitannya, Ada garis putih Di kerudung abu yg lbh keliatan",0,anger
muslim fashion,Bella Square Hijab Segiempat Part 3,Kota Bandung,13500,4.8,24500,2561,1,pesannya cappucino datengnya ungu tua. aduuhhhh jauh bngat. baru pertama kali belanja udah mengecewakan????????,0,sadness
muslim fashion,Bella Square Hijab Segiempat Part 4,Kota Bandung,13500,4.8,24500,2561,1,Bahannya kurang bagus.. biasa aja,0,sadness
muslim fashion,Bella Square Hijab Segiempat Part 5,Kota Bandung,13500,4.8,24500,2561,1,ada 2 wrna yg salah jdi kecewa deh??,0,sadness
muslim fashion,Bella Square Hijab Segiempat Part 6,Kota Bandung,13500,4.8,24500,2561,1,"saya pesan warna mustard tapi tidak sesuai,",0,fear
muslim fashion,HIJAB VOAL |VOAL ULTRAFINE | LUNA VOAL YOUTHSCARF (basic colour) - LV-DENIM,Kota Bandung,125000,4.7,755,320,2,gk ada plat besinya...cm ada label merk bahan,0,fear
muslim fashion,HIJAB VOAL |VOAL ULTRAFINE | LUNA VOAL YOUTHSCARF (basic colour) - LV-DENIM,Kota Bandung,125000,4.7,755,320,1,pengiriman lama. udh gt gaktau deh bener atau gak admin nya wa aku. blgnya warna jilbab yg ku pesan hbs. trs ak udh pilih warna lain. tp ujungnya yg dtg ttp aja warna yg kupilih awal. knp bgtu ya kalo ada stocknya knp hrs berbelit smakin lama pengirimannya statusnya gagal trs lama bgt. biasanya dari Bandung gak selama ini. ini Krn adminnya japri di wa berbelit-belit. barang diskon ya gak gini juga lah hrs sama pelayanan nya jgn bikin kecewa.,0,anger
muslim fashion,HIJAB VOAL |VOAL ULTRAFINE | LUNA VOAL YOUTHSCARF (basic colour) - LV-DENIM,Kota Bandung,125000,4.7,755,320,1,kecewa berat sama pedagang.warna yg dibeli kosong dikirim tanpa konfirmasi.pdhl sy sudh minta d cancel.sudh dikirim baru bilang warna habis.pdhl harga lumayan mahal.dikirim warna senada 4pcs.emang sy mau buat seragaman.,0,sadness
muslim fashion,HIJAB VOAL |VOAL ULTRAFINE | LUNA VOAL YOUTHSCARF (basic colour) - LV-DENIM,Kota Bandung,125000,4.7,755,320,1,"Produk tidak sesuai gambar, harusnya gambar depan diganti karena jilbab ini tanpa plat. Dan hrusnya di deskripsi dituliskan kalau gambar didepan berbeda dgn produk supaya pembeli jg paham kalau produk yg dikirim dgn gambar depan berbeda. Harga lumayan mahal klo tanpa plat besinya. Bijaklah dlm berdagang apalagi utk merk yg sudah mulai besar dan dikenal masyarakat luas.",0,fear
muslim fashion,Hijab Wanita Plain Scarf Voal Diario x Nagita Slavina - Misty jade,Kab. Bandung,150000,4.9,5697,2314,2,"warna yang datang beda sama asli, diganti seh tp pas dateng bahannya tipissss banget, nyesel deh",0,sadness
muslim fashion,Hijab Wanita Plain Scarf Voal Diario x Nagita Slavina - Misty jade,Kab. Bandung,150000,4.9,5697,2314,3,"quality control ny tdk teliti, yg kuning ada lubang ny sedikit.",0,sadness
muslim fashion,Hijab Wanita Plain Scarf Voal Diario x Nagita Slavina - Misty jade,Kab. Bandung,150000,4.9,5697,2314,3,"Kecewa sih. Padahal beli mau buat dikasih orang. Tapi malah ga dapet boxnya. Sebelumnya pernah beli diario x nagita slavina juga, tapi dapet box. Kirain beli pas sale di tokopedia akan dapat boxnya juga. Ternyata malah ga dapet.",0,sadness
muslim fashion,Hijab Wanita Plain Scarf Voal Diario x Nagita Slavina - Misty jade,Kab. Bandung,150000,4.9,5697,2314,1,"Kata penjual biru muda, ternyata biru tua. Tidak ada kemasan kotak, hanya plastik biasa. Kain jilbab juga susah dibentuk sehingga tidak rapi. Tidak sesuai ekspektasi saya",0,sadness
muslim fashion,Tasbih Digital LED / Finger Counter Digital LED,Kota Jakarta Barat,10000,4.9,15400,1028,3,"Salah kirim warna, sy minta warna Pink, Biru, Hitam > yg dikirim Merah, Hijau, Hitam & lampu LED tdk nyala !!",0,anger
muslim fashion,Tasbih Digital LED / Finger Counter Digital LED,Kota Jakarta Barat,10000,4.9,15400,1028,3,pembelian yg ini sy kecewa krn lampunya nggak nyala jg cetekan yg 100 tdk buny,0,sadness
muslim fashion,Tasbih Digital LED / Finger Counter Digital LED,Kota Jakarta Barat,10000,4.9,15400,1028,3,"Warna tidak sesuai permintaan padahal sudah di beri note, tetap saja dikirim warna random",0,sadness
muslim fashion,Tasbih Digital LED / Finger Counter Digital LED,Kota Jakarta Barat,10000,4.9,15400,1028,3,"penjual ga selektif asal kirim, dapet barang yang kondisi case nya udh rusak",0,sadness
muslim fashion,Tasbih Digital LED / Finger Counter Digital LED,Kota Jakarta Barat,10000,4.9,15400,1028,1,yg dikirim russakkkkk guys ampun dahh,0,anger
muslim fashion,Tasbih Digital LED / Finger Counter Digital LED,Kota Jakarta Barat,10000,4.9,15400,1028,1,"Produk yg dikirim tdk on alias mati, produk rusak yg dikirim, sbg konsumen sy dirugikan",0,sadness
muslim fashion,Mukena Dewasa Traveling Raveena - Lavender,Kota Tasikmalaya,105000,4.8,1801,851,2,Jahitannya berantakan banget. gak kenceng aku benyeng dikit udah pada copot jahitannya...sedih,0,sadness
muslim fashion,Mukena Dewasa Traveling Raveena - Lavender,Kota Tasikmalaya,105000,4.8,1801,851,2,Bawahannya ada bolong ?? pengen retur tapi sayang ongkirnya buat kirim balik ke tokonya jauh di tasikmalaya. Tolong sebelum kirim di cek dulu kualitasnya biar ga gini.,0,sadness
muslim fashion,Mukena Dewasa Traveling Raveena - Lavender,Kota Tasikmalaya,105000,4.8,1801,851,2,"bahan tipis, jahitan y kasar, pokok y sy k cewa",0,sadness
muslim fashion,Mukena Dewasa Traveling Raveena - Lavender,Kota Tasikmalaya,105000,4.8,1801,851,2,"Kali ini kecewa & kurang puas beli mukena dsini, packing standar, banyak noda kotor di bawahan mukena, bagian atasan mukena bnyak benang keluar jd kurang rapih, bahan seperti panas karna kasar bahan�y, warna pink�y tidak soft seperti gambar (maaf) pink�y seperti warna taplak meja hajatan, selera sih klo sya ga suka, beli saat flash sale, ukr sih besar cukup untuk orang bb 70kg.",0,sadness
men's fashion,POLO - 0313.11 Cap Striped Yellow - All Size,Kota Jakarta Barat,299000,5,55,30,5,"Barang sesuai ekpektasi, terimakasih",1,happy
men's fashion,Tas Ransel Laptop Backpack Waterproof Franzen Rapid Rulle Series 601 - Biru,Kota Jakarta Barat,372500,4.9,2329,1573,5,Jahitannya rapi. Ukuran sesuai. Nyaman dipakai. Modelnya keren,1,happy
men's fashion,910 Nineten Socks Black & Grey,Kota Tangerang,50000,4.9,7646,4194,5,Kaos kakinya sesuai dengan deskripsi.,1,happy
men's fashion,"PIERRE CARDIN SHORTY 2IN1 PC268-2 - RANDOM, M",Kota Jakarta Barat,149000,4.9,1413,706,5,"mantap, nyaman dipake, bahan premium, semoga awet dan selalu diskon harganya",1,happy
men's fashion,CLUTCH PRIA HANDBAG PRIA WANITA ORGANIZER BAG POUCH BAG TAS AKSESORIES - BLACK GREY,Kota Tangerang,72500,4.8,4079,1823,5,produk yg bagus walau datang nya telat banget tapi gak kecewa lah sama produk dengan harga yg sangat murah,1,happy
men's fashion,"Kemeja Baju Hem Batik Pria Motif Murah Berkualitas #RNZ - sampul, M",Pekalongan,70000,4.7,4117,812,5,"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",1,happy
men's fashion,"Larocking - Vortex Hitam Merah | Sepatu Sneakers Running Gym Shoes - Hitam Merah, 39",Bekasi,199900,4.9,1485,1084,5,"Puas banget, murah tapi ga murahan.. Gradasi warnanya elegan.. Melebihi ekspektasi saya..",1,love
men's fashion,KK50 Kaos Kaki Original Serat Bambu Arang Bamboo Pendek Semata Kaki - black,Kota Jakarta Barat,8900,4.9,15329,2178,5,pas untuk ukuran kaki 46 juga. bahan sesuai dengan harga. dan cukup tebal,1,happy
men's fashion,"SWEATER POLOS PRIA HOODIE ZIPPER FLECEE TEBAL DISTRO POLOS - Abu-abu, XXL",Kota Jakarta Barat,130000,4.6,425,271,5,"Positive seller, fast respon, fast delivery rapih tidak cacat, Positive product diterima sesuai gambar serta deskripsi.. recommeded seller!",1,love
men's fashion,Casio G-Shock DW-5600BB-1 / GShock DW5600BB Original & Bergaransi,Kota Jakarta Pusat,1799000,4.9,1463,850,5,"baguss barangnya original, semua lengkap dgn garansi, diproses nya juga cepat thank you????",1,happy
men's fashion,MASKER KAIN MOUNT ISLAND ORIGAMI REPELLENT - Orange,Bandung,17500,4.9,4430,893,5,"harga worth it, kualitas nya bagus, nyaman digunakan, tidak ada masalah dengan tali",1,happy
men's fashion,Stayhoops - Tali Masker / Strap Masker / Kalung Masker - Cyanea Strap,Bandung,44900,4.8,10381,4513,5,"Awet banget ni strap nya, enak juga tebel, jadi ga takut putus",1,happy
men's fashion,Stayhoops - Tali Masker / Strap Masker / Kalung Masker - Cyanea Strap,Bandung,44900,4.8,10381,4513,5,Produk anak bangsa yang super keren banget desainnya!! Very nice and helpful seller! Terima kasiiih we love it so muuuuch!,1,love
men's fashion,Stayhoops - Tali Masker / Strap Masker / Kalung Masker - Cyanea Strap,Bandung,44900,4.8,10381,4513,5,Diterima dengan baik dalam bungkusan yang rapi. Sekarang jadi strap masker favorit,1,happy
men's fashion,Tas Ransel Laptop Backpack Waterproof Franzen Rapid Rulle Series 601 - Biru,Kota Jakarta Barat,372500,4.9,2329,1573,4,"Modelnya keren, luarnya tebal, tapi dalemannya cukup tipis entah akan lama atau tidak bertahannya",1,happy
men's fashion,910 Nineten Socks Black & Grey,Kota Tangerang,50000,4.9,7646,4194,4,Tingkatkan lagi kualitas barangnya...Masih banyak benang keluar namun cukup baik,1,happy
men's fashion,"PIERRE CARDIN SHORTY 2IN1 PC268-2 - RANDOM, M",Kota Jakarta Barat,149000,4.9,1413,706,4,Sesuai deskripsi..Packingnya rapi..Thanks,1,happy
men's fashion,CLUTCH PRIA HANDBAG PRIA WANITA ORGANIZER BAG POUCH BAG TAS AKSESORIES - BLACK GREY,Kota Tangerang,72500,4.8,4079,1823,4,"Overall semua oke, seller respon dan pengiriman. Tapi utk talinya kurang kuat, baru beberapa x pake sudah putus. Next agar dibagusin lg ya. Thx",1,happy
men's fashion,"Kemeja Baju Hem Batik Pria Motif Murah Berkualitas #RNZ - sampul, M",Pekalongan,70000,4.7,4117,812,4,"Bahan halus,ketebalan seperti batik pada umumnya, motif keren. Akan lebih baik lagi kalo respon chatnya lebih responsif",1,happy
men's fashion,"Larocking - Vortex Hitam Merah | Sepatu Sneakers Running Gym Shoes - Hitam Merah, 39",Bekasi,199900,4.9,1485,1084,4,Secara keseluruhan sudah bagus namun bagian dalam kadang suka copot copot,1,happy
men's fashion,jam tangan Biden fashion pria analog pita jala bisnis - Putih,Kota Jakarta Utara,1500000,4.8,10921,7608,4,Pengiriman agak kurang cepat tidak sesuai dengan estimasi di toko tapi barangnya OK sesuai specs dan tidak mengecewakan,1,happy
men's fashion,KK50 Kaos Kaki Original Serat Bambu Arang Bamboo Pendek Semata Kaki - black,Kota Jakarta Barat,8900,4.9,15329,2178,4,"barang sesuai gambar, pengirimannya bisa lebih dipercepat, akan lebih mantap..",1,happy
men's fashion,"SWEATER POLOS PRIA HOODIE ZIPPER FLECEE TEBAL DISTRO POLOS - Abu-abu, XXL",Kota Jakarta Barat,130000,4.6,425,271,4,sweater nya lumayan. hanya ada sedikit miskomunikasi. Tapi ya sudahlah... Terimakasih ya...,1,happy
men's fashion,Casio G-Shock DW-5600BB-1 / GShock DW5600BB Original & Bergaransi,Kota Jakarta Pusat,1799000,4.9,1463,850,4,"Bagus. Sesuai Ekspetasi. Original. Pengiriman Cepat. Cuma pada bagian tombol �Adjust� agak masuk kedalam jadi agak susah ditekan. Kalau tombolnya bagus, aku langsung kasih bintang 5 hehehe",1,happy
men's fashion,MASKER KAIN MOUNT ISLAND ORIGAMI REPELLENT - Orange,Bandung,17500,4.9,4430,893,4,"Produk ok, sesuai ekspektasi. Terima kasih",1,happy
men's fashion,Dompet Pria Troy Hyde Bahan Kulit - Cokelat,Kota Jakarta Utara,399000,4.9,964,692,4,Jahitannya rapi. Bahannya lembut.,1,happy
men's fashion,Dompet Pria Troy Hyde Bahan Kulit - Cokelat,Kota Jakarta Utara,399000,4.9,964,692,5,"barang sampai dengan selamat, dompet nya keren, bingkisan premium, seperti dompet mahal",1,happy
men's fashion,Dompet Pria Troy Hyde Bahan Kulit - Cokelat,Kota Jakarta Utara,399000,4.9,964,692,5,Modelnya keren ??. Jahitannya rapi. Potongannya rapi. Ukuran sesuai. tidak kaku. Nyaman dipakai. Bahannya lembut.,1,happy
men's fashion,EIGER FLECKEN LANDSCAPE WALLET - Black,Depok,99000,5,162,96,5,Ukuran sesuai. Modelnya keren ??. Potongannya rapi. Nyaman dipakai. Jahitannya rapi.,1,happy
men's fashion,EIGER FLECKEN LANDSCAPE WALLET - Black,Depok,99000,5,162,96,4,"fast respon, sesuai pesanan, kualitas bagus semoga makin berkah",1,happy
men's fashion,EIGER FLECKEN LANDSCAPE WALLET - Black,Depok,99000,5,162,96,5,"barang sampai dengan selamat, cakep juga modelnya, dan tidak pernah kecewa dengan produk eiger",1,happy
men's fashion,Navy Club Tas Ransel Laptop Backpack Up to 15.6 inch Anti Air - Hitam,Kota Jakarta Utara,358000,5,1758,1037,5,Nyaman dipakai. Bahannya kuat. Muat banyak barang. Potongannya rapi. Jahitannya rapi. Ukuran sesuai. Resletingnya lancar. Bahannya ringan. Modelnya keren ??.,1,happy
men's fashion,CLUTCH PRIA HANDBAG PRIA WANITA ORGANIZER BAG POUCH BAG TAS AKSESORIES - BLACK GREY,Kota Tangerang,72500,4.8,4079,1823,3,"Overall semua oke, seller respon dan pengiriman. Tapi untuk talinya kurang kuat, baru beberapa kali pake sudah putus. Next agar dibagusin lagi ya.",1,happy
men's fashion,Navy Club Tas Ransel Laptop Backpack Up to 15.6 inch Anti Air - Hitam,Kota Jakarta Utara,358000,5,1758,1037,5,"alhamdulillah memuaskan,walau sempet kehabisan stok tapi gamasalah diganti sama model lain juga bagus,kualitasnya mantap, pelayanan juga ramah,mungkin respon nya aja perlu di tingkatkan lagi",1,happy
men's fashion,"Larocking - Vortex Hitam Merah | Sepatu Sneakers Running Gym Shoes - Hitam Merah, 39",Bekasi,199900,4.9,1485,1084,3,"Sepatunya cukup bagus, namun ketika sampai ternyata sepatunya agak mletot dan terlalu berat untuk ukuran sepatu lari. tapi harganya sudah sesuai.",1,happy
men's fashion,jam tangan Biden fashion pria analog pita jala bisnis - Putih,Kota Jakarta Utara,1500000,4.8,10921,7608,3,Bukan jam harga mahal yg didiskon..tapi jam yang sesuai harga beli dan kualitasnya..,1,happy
men's fashion,"kacamata baca plus pria super premium - Merah, baca plus",Kota Jakarta Utara,96000,4.8,748,512,5,Sudah terpasang dgn kaca sesuai ukuran yg dipesan. Rapi dan kaya kaca mata mahal. Mantab!. Thanks too buat cairan lens cleaner-nya.,1,happy
men's fashion,"kacamata baca plus pria super premium - Merah, baca plus",Kota Jakarta Utara,96000,4.8,748,512,5,"Saya puas dengan kacamatanya. Lagi pikir kalau pakai kaca asli ok tidak. Harganya memang sedikit lebih mahal dibanding yg lain, tapi so far kualitas bagus. Ringan pula. Enak dipakai.",1,happy
men's fashion,"kacamata baca plus pria super premium - Merah, baca plus",Kota Jakarta Utara,96000,4.8,748,512,5,"respon cepat, barang sesuai pesanan..moga awet",1,happy
